salario_medio_moradores_regiao,idade_media_casas_regiao,quantidade_media_comodos_regiao,quantidade_media_quartos_regiao,populacao_regiao,valor_casa
71114,6,5,4,37714,1187114
65152,5,6,3,47984,1167422
60513,6,7,4,31406,1160526
52138,5,6,2,32689,627650
82013,4,6,2,42211,1329800
67331,5,7,6,40755,1129798
53599,6,8,3,28163,955690
59609,4,7,5,37432,742645
66989,4,6,4,6821,490339
102881,6,5,3,21051,1754938
82060,4,6,4,23403,845890
57568,6,7,4,34385,949684
72119,6,8,3,45542,1333015
56716,5,7,4,37250,985118
61822,6,8,5,19413,1166336
71155,5,6,3,41453,1147685
84123,6,6,4,33946,1459835
80321,6,5,3,34229,1462989
76416,4,7,4,49032,1388596
54440,7,4,4,20980,590199
71410,4,8,6,32504,1256470
75720,6,5,3,45343,1495390
48406,4,7,4,43535,589352
76629,4,7,6,35441,1270503
63277,6,6,2,31713,1097918
53969,7,7,6,43351,1409943
69582,6,7,4,51250,1450619
74270,5,7,6,42021,1368670
71922,6,7,6,21016,1129583
78791,7,7,6,43264,1795446
71529,5,5,3,36200,1113315
74208,6,8,3,25507,1348222
63889,5,6,2,34442,1134126
72922,3,5,4,23533,665267
61958,6,8,4,39953,1197741
58161,5,6,3,29453,626020
66878,6,9,5,42624,1645843
48379,7,7,6,50710,1354974
50337,4,6,4,32299,390948
80016,6,6,4,32262,1226441
80694,6,6,2,46249,1770372
87255,5,7,6,37348,1525206
65480,6,6,3,34582,1188761
73968,5,8,3,36026,1517693
62384,6,7,3,48419,1363320
80327,8,6,4,32188,1740672
59920,5,7,5,62389,1505628
71798,5,6,4,30877,1072915
68906,6,6,2,20741,1206932
49623,6,6,4,48251,1092810
71778,5,7,4,37634,1404622
69609,6,7,5,32735,1483686
64950,6,8,4,29343,1447182
73260,4,8,3,53577,1506651
60576,6,7,6,27656,1170169
65866,3,6,3,19069,407719
73598,5,7,5,34258,1344523
73380,6,7,3,45900,1684555
65641,6,5,2,19734,734101
50756,5,6,2,40714,752951
49392,5,7,3,53765,1211110
61426,6,6,2,24517,999245
68335,4,6,3,31341,812858
79632,5,7,5,38074,1295015
60135,5,6,3,24667,724994
64376,5,6,2,43013,1126138
72117,7,5,2,39488,1408550
88661,5,6,3,37332,1524107
67977,6,4,4,24246,823864
83728,6,6,3,35186,1521527
42463,6,7,3,58412,1094027
59615,8,6,4,32164,1259191
74415,5,5,2,27385,1003838
60758,6,7,4,26972,1205138
76637,5,6,2,36236,1405060
69906,5,7,4,45733,1411266
86734,7,7,4,19899,1794214
73518,5,6,4,36147,990894
76291,5,6,2,29855,1022343
96216,5,7,6,42296,1826822
61685,5,5,3,36059,708046
56764,6,6,4,30910,750753
61436,7,8,5,25886,1445732
81489,4,7,5,10504,995783
71499,5,6,3,29684,1191625
87454,7,8,4,32313,2016911
48641,7,6,2,52055,1057838
58197,5,5,3,16253,357251
71420,5,5,4,32968,1106976
73047,5,7,5,37643,1266617
64618,5,6,4,18868,805434
59832,3,7,3,36930,851634
76023,4,6,4,44323,1412097
62707,7,7,6,29893,1339636
51846,5,8,6,24284,641484
69201,5,5,3,42573,1109666
66642,7,9,3,32035,1669127
81376,7,6,3,40151,1788829
49927,6,7,5,56983,1352096
73732,4,7,6,36734,1369017
64713,5,5,3,13385,485534
69206,7,7,6,27666,1404036
77779,6,6,3,46402,1597153
80370,7,6,3,32517,1735340
63168,8,7,5,20988,1169167
78166,4,5,3,41570,1142113
73380,5,7,4,32383,1368107
68970,5,6,2,41807,1028651
73068,7,5,3,42929,1368692
84690,5,6,3,34859,1431387
58039,4,7,3,36479,1061209
66214,6,7,4,47831,1322783
75100,6,7,3,50729,1716323
49736,5,6,2,24032,465500
66068,5,6,3,28057,986285
65692,6,7,6,39934,1416239
81443,6,6,4,35592,1455326
78539,6,7,3,43061,1530068
70299,5,6,2,33147,1172620
64617,7,6,4,27995,1174289
65966,7,5,3,42710,1342819
80373,5,5,3,36651,1383652
72252,6,6,4,23558,1199760
60909,5,6,2,25405,705343
67652,4,8,5,44353,1440738
44868,6,6,2,43154,900851
81925,7,7,6,36973,2017175
70029,5,6,3,23649,951244
73302,5,7,6,43445,1222277
49705,4,7,3,58759,1080624
58494,6,5,3,29985,762209
44998,5,6,4,37553,625990
87471,6,6,2,58076,2030911
69949,6,5,4,44521,1462876
78105,6,7,3,40877,1637841
80649,6,6,4,18776,1046191
81898,5,6,4,31764,1529282
73521,5,7,4,38383,1591794
95603,5,7,6,36505,1815920
67097,6,7,3,27191,1027428
74530,7,6,2,34316,1541127
61972,6,6,3,28465,1031981
77449,5,6,2,30054,1161458
69462,3,8,5,46158,1317041
68305,4,5,2,49180,908013
77354,5,9,3,32342,1455555
84172,4,7,3,47937,1560870
66496,6,7,4,31227,1417048
81638,6,6,3,27014,1311654
72614,5,6,4,22995,1275497
71786,6,8,3,50678,1678348
74598,5,6,3,44568,1399467
60017,7,6,3,40413,1242111
89518,6,8,5,30158,1866035
48829,4,6,3,32451,412057
45353,5,7,3,33340,544321
78929,6,7,6,39667,1503327
67706,7,7,4,42391,1761924
73021,5,7,6,37090,1270543
64358,5,7,5,22734,839746
68907,5,6,4,39014,1046943
69611,5,6,3,43804,1396241
71443,6,5,2,57715,1596440
72515,5,8,5,28698,1290784
49618,6,7,6,47311,1030017
64544,5,7,5,28596,758571
65074,8,8,3,44550,1948655
76545,5,7,5,50480,1578141
68720,5,7,5,45764,1380354
59640,4,5,2,49671,745996
64332,5,7,4,36649,1232466
82846,6,8,3,42652,1899137
65901,6,7,5,20428,1084064
73195,6,6,2,39905,1377940
68816,5,7,5,18444,937326
76153,5,7,6,32925,1220133
68006,5,7,4,43749,1252417
59442,6,6,2,21242,839453
64794,6,7,5,43961,1337472
81442,5,8,4,34050,1479296
85743,6,7,5,38563,1975538
56825,5,7,4,47607,1146638
77286,8,6,2,32405,1829102
64400,5,8,3,26605,1110932
65903,6,7,3,45208,1393897
53178,5,7,5,28706,577168
62106,7,8,6,34671,1454835
60861,5,5,3,53548,1321743
74372,6,7,4,52209,1449829
74729,5,8,5,20696,1281537
67669,5,6,3,31751,1111284
70021,5,7,4,26767,1136348
45557,5,8,4,35042,615056
66592,7,5,2,37634,1362239
74176,6,7,4,37195,1418978
68444,5,6,2,32850,985339
66585,4,7,5,36337,1048647
71393,4,7,6,42077,1028683
57688,6,6,3,19900,684257
83623,5,9,5,42329,1845325
78511,5,6,4,38180,1287784
54927,5,7,6,46469,1120419
61098,6,6,2,27467,1023205
75171,6,8,6,40621,1874415
53330,5,5,2,32317,670357
55178,6,7,4,31270,1004071
72083,4,5,2,36471,885380
57847,5,8,4,40208,1111360
82732,5,8,6,30486,1557276
58308,7,6,3,37999,1364832
73030,7,6,2,28426,1510659
83307,6,6,4,37963,1584318
48091,3,5,3,42693,383021
64336,6,5,4,43218,1028760
63672,7,7,4,31778,1437458
63371,5,7,4,29646,1025702
55795,6,6,2,26448,903665
61983,5,6,4,49837,1151190
69430,6,5,4,42969,1205707
73932,5,7,3,34197,1324378
48283,5,7,3,15781,668184
66925,5,8,3,42590,1222412
58806,5,7,4,32721,1040763
70839,6,7,4,43347,1643086
57136,5,6,3,26915,886536
45862,5,5,2,40339,576356
70268,5,4,3,39143,1012545
74030,4,5,2,46784,1194595
72324,7,5,2,46351,1692309
70489,5,7,5,48796,1541746
45530,5,7,3,31000,426906
50768,5,8,6,32501,842778
55593,7,7,5,42067,1574527
89030,6,6,3,61402,2033547
77984,6,5,4,41723,1488535
69084,6,5,3,39229,1191564
60865,5,5,2,50842,927677
78255,6,7,4,25101,1489668
66347,4,5,2,44644,930493
67839,7,7,5,61073,1789999
58694,7,9,4,49960,1708631
69876,6,7,6,27379,1446597
67079,5,6,2,33434,1204214
71920,5,6,4,29505,1088834
72490,5,5,4,17981,699223
65354,5,6,3,33946,1205114
76493,6,8,3,41848,1761961
50502,7,6,3,37593,1286477
57942,5,6,3,33388,816058
60935,5,6,3,26703,874755
43192,7,6,3,34134,1054607
66631,6,6,4,61361,1714266
68696,6,7,4,41856,1601527
51026,4,7,4,23853,426100
88054,5,6,3,22289,1454699
50362,5,4,2,23611,314168
66320,6,6,2,16803,933609
76926,5,5,3,45836,1353635
74905,5,7,5,41190,1587358
76149,7,6,3,31566,1457673
65643,6,7,6,48882,1265927
74910,5,7,6,39407,1562573
50241,7,7,4,53804,1376147
55159,5,6,3,27911,764800
64298,7,7,3,35999,1206987
56348,6,4,2,23476,649224
97669,6,6,4,43203,2102244
69970,6,7,4,33649,1429952
63402,5,6,2,32620,832560
69091,7,7,5,32707,1339304
57876,3,5,4,36800,579710
65718,4,4,4,54798,995722
61601,5,6,2,17410,745524
65864,5,8,6,18092,1004472
53230,6,10,3,27360,1311432
85683,6,5,3,26428,1246937
78792,5,6,4,29578,1341450
63830,4,7,4,29862,1020337
59930,7,6,4,44095,1320897
80898,5,6,4,37530,1443470
47904,6,8,3,33853,884015
71068,4,9,6,35724,1355557
67622,5,5,4,35359,841392
60437,5,5,2,30461,619664
77628,6,7,6,26257,1446983
90244,6,6,4,17771,1575680
74439,4,7,5,44079,1351640
80819,6,8,4,34535,1543802
73003,5,6,4,23500,1101239
66964,4,7,3,36043,1034181
73617,4,7,5,29735,1139360
68751,4,7,6,25504,1116352
78693,5,6,3,44210,1526013
64317,6,6,2,22295,1020098
71939,6,8,6,40053,1617072
71868,6,7,5,42187,1567482
84855,4,5,4,43119,1134273
72969,4,7,4,40262,1434803
68599,4,8,5,44339,1234837
64644,3,6,2,45329,863386
62677,6,6,2,50162,1246410
63380,5,6,2,40217,932979
73515,5,7,4,35015,1468030
58518,5,7,4,44011,1087803
60015,6,8,5,27854,1260484
73724,6,5,3,33025,1021122
81850,6,4,2,42634,1375467
81559,4,4,2,45777,1224792
62041,6,7,3,46069,1376898
76935,5,9,6,25763,1642164
70564,6,6,4,36308,1210574
70885,7,5,4,39730,1246595
51742,4,6,3,45458,812059
61830,6,6,3,37688,1054856
73582,7,5,4,36759,1384432
73998,5,4,3,49947,1133126
62270,5,7,5,56626,1470477
61943,7,6,3,41204,1326837
71108,5,8,4,39238,1441956
77485,5,6,4,33296,1278205
56516,5,6,2,34169,803920
86129,7,6,4,43393,1880127
70030,6,7,3,26782,1261715
68449,8,10,3,20145,1810158
69518,6,7,3,36570,1527492
62911,6,6,3,39738,1133084
78060,6,6,2,47151,1491145
71714,5,5,3,28294,853143
58970,5,7,6,18991,973689
89716,5,7,6,60886,2105992
58945,6,4,4,47225,948367
88090,4,7,4,55833,1641474
61269,4,7,6,41079,999370
77910,4,6,4,28126,983180
71500,7,5,4,33741,1439893
77049,5,5,2,19146,812512
72474,6,7,3,33307,1304512
69866,5,6,2,48601,1246270
78355,5,6,4,26740,1277112
76541,5,8,3,45686,1734814
68779,5,7,6,18901,869924
52034,6,6,2,20444,961727
91937,5,6,4,19332,1267151
66467,7,6,4,59258,1820190
62399,5,6,4,29409,716345
63477,7,7,5,28894,1204401
67396,7,7,3,42768,1560805
80371,7,8,4,18859,1644242
64276,6,9,4,40728,1586312
59084,7,6,2,42955,1073254
55040,6,4,4,58040,1090889
77803,6,7,5,42090,1568182
49767,6,7,4,40776,927979
56741,5,8,6,26252,985007
65904,6,7,3,43800,1636415
73019,7,5,2,50931,1542489
57521,5,7,4,29113,806256
71486,4,6,2,41479,1101341
81107,6,8,6,40936,1787325
72006,5,6,2,37402,1235593
66071,6,6,2,19935,1033626
72655,5,7,3,38039,1335848
60685,6,7,6,27530,943470
81044,6,6,4,38512,1382998
58318,6,7,4,29491,859209
65674,6,7,4,34492,1234630
78859,5,6,3,38198,1248845
75844,5,6,4,31903,1108913
77615,6,6,2,36591,1466412
55988,7,6,3,55042,1454035
79571,7,4,3,43601,1457231
68099,4,6,2,35347,837540
69489,3,7,5,28389,694472
95212,6,8,4,43890,2139726
58533,5,7,4,49321,1285312
61875,5,6,4,35833,975006
80422,5,7,3,51383,1661435
41064,5,7,5,37600,557229
68885,5,5,3,21688,871325
70657,7,6,2,22743,1246485
78199,5,6,2,50241,1491153
63536,6,7,6,45842,1532682
57191,6,6,2,21518,646248
88733,4,7,4,32505,1397944
46285,6,8,3,42246,1153322
71799,4,7,3,33178,1135031
63700,6,6,2,52554,1312467
61516,5,7,4,44913,1224002
66749,7,6,3,46553,1394638
85668,5,7,6,24272,1218125
53562,6,4,3,17964,266299
61134,5,6,4,49167,1052568
70643,7,7,5,24298,1460451
76635,5,5,3,39792,1205378
74229,6,6,2,20042,1110394
68742,6,7,4,34008,1218566
42245,4,7,4,53670,862866
57631,5,4,4,33884,705101
71066,4,5,2,43419,1112195
71813,5,7,3,27307,1049981
80154,7,5,4,45608,1650269
71229,4,6,4,27168,699787
65182,3,7,4,32729,779106
65258,8,7,3,44352,1748475
79988,5,7,4,53109,1550037
49664,4,5,3,29403,581135
73579,7,8,5,37368,1537766
75865,5,6,3,30350,975055
78048,4,6,4,28727,990726
69446,6,7,3,22578,1092843
73005,4,7,3,36706,1217309
78146,7,6,3,30040,1622262
64042,6,8,4,21350,1288490
96899,4,6,3,50292,1697281
75059,5,8,6,18699,1242317
97076,5,6,2,39915,1969194
75250,6,6,4,34098,1418724
61099,5,6,4,33249,744450
43401,7,6,3,24589,736817
76228,6,8,5,46694,1820595
70698,4,6,3,26598,799191
58719,6,7,4,44957,1296240
73237,7,6,2,33995,1341723
50817,4,7,5,34818,771002
60297,6,7,6,33621,1243748
63558,6,7,4,37969,1138037
68704,4,7,3,40183,1020146
72994,6,6,3,40449,1507036
53847,5,6,4,23852,569877
62992,5,7,3,23116,867311
83004,4,6,4,44194,1325355
73699,8,7,5,34445,1710966
44834,6,6,4,40784,757469
69495,5,9,3,36248,1450787
72581,4,6,2,26765,1004340
76908,4,8,3,57322,1957985
70658,6,7,6,32688,1262187
72405,4,5,2,32748,718187
62893,5,7,4,35593,1271519
76626,7,6,2,20782,1333996
67781,6,7,4,43570,1424389
74004,6,5,3,25909,1078577
62006,5,8,4,53450,1536899
66698,5,6,4,40558,1165875
74562,5,8,6,18597,1165878
67715,4,6,4,38555,1099917
49055,7,9,4,26841,1244631
66484,5,6,3,28002,873509
72899,5,6,4,39311,1270928
67076,4,7,6,35182,997619
49198,6,6,2,44786,913979
56374,5,6,3,35084,856208
78077,7,6,3,40737,1729392
71103,5,8,5,59442,1518788
59904,5,5,4,35188,752168
67672,6,7,3,39902,1550931
67123,5,6,4,56400,1327807
65274,9,6,2,25620,1399906
61827,7,6,3,31309,1235592
50041,5,8,3,68311,1626676
68870,5,6,2,42188,1099960
56247,6,8,3,36910,1289191
79763,6,5,3,53615,1441312
50661,5,4,4,44261,829129
65142,7,6,4,42574,1443228
53641,4,7,5,36472,616057
55716,5,5,4,42051,809057
68267,5,6,4,35935,1383938
83444,5,6,2,44807,1514555
76609,3,6,3,55430,1214689
78685,7,7,5,34767,1672445
86232,4,8,6,38437,1496777
75867,6,6,3,32319,1408428
73428,6,7,6,42332,1447493
74994,5,7,3,41651,1301487
58779,8,7,6,38936,1472809
49756,5,8,6,44877,975384
71135,6,7,3,15441,1088699
82919,5,5,3,44985,1527676
59492,4,7,6,46608,1078535
70363,7,6,2,22201,1054249
70946,6,5,3,41818,1214263
78646,4,7,4,17551,920952
73273,6,6,4,36790,1132984
84115,7,6,4,21776,1731564
79433,5,6,2,40077,1236633
69647,6,6,2,41612,1473681
79638,6,8,3,37129,1852585
76856,5,6,4,29382,1254938
82199,6,7,5,33609,1638661
72814,6,6,2,37882,1367130
75167,6,5,4,32966,1327961
70507,6,6,2,41981,1332043
46931,7,7,3,22190,893215
60137,6,6,2,15994,832691
66026,4,6,4,43645,885249
76161,5,6,3,13801,715460
69586,6,8,3,35253,1509962
86859,5,7,3,46559,1942640
68182,5,6,4,41933,1175289
60379,8,7,4,43552,1675523
55430,5,6,3,36332,886321
50016,5,5,3,29559,497368
49563,5,8,3,23819,542597
74279,6,7,5,26947,1422004
73421,6,7,5,35630,1491290
74253,4,8,5,26956,1279280
80072,6,7,4,32415,1838984
67501,5,5,3,27412,807916
69569,5,7,3,27112,1076602
81997,5,4,4,38628,1232872
68227,6,5,3,38294,1038154
74180,5,6,4,31461,1140209
65801,5,6,4,42607,1305102
70719,5,7,3,29301,1044017
59563,6,7,4,24196,906544
57311,5,8,6,38929,1200889
76448,6,6,3,23214,1412620
68934,5,6,2,27479,1109261
74274,5,7,6,32789,1347203
82115,6,6,4,46052,1796532
57671,6,7,4,30496,960905
68061,5,8,3,30689,1255736
73334,5,5,2,32270,935061
87295,6,5,2,23399,1116680
77969,5,8,4,29941,1519415
66997,6,7,3,55761,1788786
69232,5,8,5,23728,1144319
69686,5,8,5,41007,1148508
60664,5,7,6,37712,1029273
60837,6,6,2,58168,1543966
70944,5,7,4,18268,1029952
63307,6,8,4,31956,1286975
69240,4,7,3,34500,1169737
52840,6,6,4,40736,1268421
51480,6,8,5,29802,987974
61956,5,6,4,32898,1128895
83408,6,5,2,59346,1770681
68953,5,6,2,13008,568843
66909,4,7,3,34625,821599
64707,6,5,2,23746,931733
52933,6,5,4,44766,1218636
81745,7,7,3,21021,1626660
79663,6,5,3,32806,1298477
66039,4,5,4,28616,752357
74079,7,6,3,32447,1696340
87736,7,5,2,28113,1578146
57657,5,4,3,35437,731715
77415,6,6,4,11915,1009855
82868,4,7,5,20957,1111656
76395,7,5,3,49784,1626125
54453,5,7,5,40552,999971
71380,5,8,3,36428,1295967
64193,8,6,3,42961,1545864
77513,5,7,3,34958,1360911
100741,5,6,4,26041,1644923
75391,6,5,3,43359,1435770
88721,5,6,3,30965,1528987
75819,6,6,4,28938,1373107
54497,5,7,4,29180,756217
73255,5,6,3,41368,1413105
67176,5,9,4,40456,1440318
62358,6,7,4,35365,1212276
69059,5,6,4,35742,1356540
60912,7,6,2,25279,1056226
60049,5,7,4,41798,1384787
75024,5,6,3,35673,1194440
71324,4,6,2,27362,858160
71430,4,8,5,45173,1471031
72646,6,7,5,51126,1626593
51338,6,6,3,28731,781524
74435,3,6,3,51546,1329521
61687,5,6,3,45279,1210827
69284,5,6,3,37680,1259163
66189,8,7,6,24912,1497377
58846,7,5,3,37979,1159700
81823,5,8,3,31555,1556256
63353,4,7,4,37717,932616
88531,6,7,6,34410,1842066
71901,6,6,4,36966,1414295
72646,4,7,4,35628,1285019
75691,4,6,2,24436,867045
67830,6,8,4,10841,1077059
70933,5,6,3,40092,1088635
45750,4,6,3,39692,494609
57060,4,7,3,36853,767215
75144,7,9,6,21261,1658572
71363,7,5,4,27965,1308508
70169,6,7,3,35197,1217022
56576,5,6,4,38519,940229
57072,5,7,5,39651,1208458
78679,6,8,3,57409,2082236
70091,5,5,4,37410,1081497
48956,6,6,4,28742,813726
52707,5,6,3,37736,1016301
69288,6,7,5,52969,1782804
63918,5,7,4,48669,1095035
77701,7,9,6,49495,2187326
84243,6,5,2,30239,1366668
76901,6,7,5,50668,1727593
69529,4,7,5,23886,815191
67908,6,7,3,32949,1383508
62557,5,7,3,33986,1122564
69672,5,7,6,31800,1059114
66785,6,7,4,33871,1480442
71158,5,6,3,30221,1016871
69361,5,5,3,30184,682633
64494,6,6,4,17476,685776
60798,5,7,3,43682,939139
81054,7,5,3,45684,1730103
69113,5,5,4,48474,1296433
79458,6,6,3,46292,1825071
66866,6,7,5,32428,1126085
61117,4,6,4,32508,729989
73056,5,6,4,45565,1183273
76911,6,5,3,27891,1128842
65014,5,6,4,23416,1009831
76717,5,7,3,22276,1005392
63330,5,7,4,20383,983534
57996,6,8,4,45786,1626894
74264,5,7,3,47367,1379671
60243,6,8,3,33350,1299327
77978,5,6,4,39730,1162192
73458,6,4,2,31514,1056563
73907,5,7,6,37171,1295099
51628,5,8,4,32713,817939
96397,4,6,2,22681,1053966
68144,7,7,5,33488,1427890
58547,6,7,6,40083,1226440
78054,6,5,2,16143,975922
77453,5,7,3,53100,1664148
75728,7,4,2,46231,1517922
61081,5,7,3,25627,1132662
72120,4,7,5,49375,1447672
76452,6,7,3,24441,1220591
53056,5,9,6,35762,1186663
63081,5,7,5,41562,1244789
66915,4,7,4,26897,966576
70224,6,7,6,43719,1707495
56610,4,7,3,25494,729642
73679,7,5,2,19414,1235144
57115,8,6,3,31202,1278619
63270,4,6,2,48531,1084012
68728,6,8,5,46415,1786086
57630,5,6,3,38748,1096938
80949,5,7,4,40034,1606603
60587,6,7,3,35683,1346969
42258,5,7,6,49215,852703
78757,7,5,4,20453,1084763
47594,6,8,4,41311,1133814
54465,5,6,3,7234,395523
52399,5,8,5,18116,827268
68944,7,9,6,56617,2119176
73345,5,7,6,46245,1629574
73789,4,7,6,40939,1082370
66047,3,7,5,26534,642810
75908,4,7,5,35040,1036277
84657,8,7,5,37068,1921029
68074,4,7,4,32060,1076033
49869,6,7,4,36325,892039
60300,5,6,4,34195,992567
75245,8,7,3,37410,1562887
76076,5,7,3,45327,1567859
81464,5,7,6,45712,1593332
57094,6,7,5,30878,1079409
74692,7,7,3,58221,2001910
75916,5,7,4,52072,1686562
47129,6,7,4,34721,779962
62317,4,5,4,36075,685355
57576,4,6,3,28653,634218
77481,5,6,2,30735,1153680
75408,5,7,4,33003,1235226
73739,4,8,4,38988,1423126
69327,7,6,4,31948,1550181
96550,8,5,3,25707,1740719
84487,5,5,4,41764,1685968
53338,4,8,6,45234,858089
78747,6,7,5,48614,1785374
73477,4,6,3,46610,1113782
81159,4,6,4,40861,1182888
73294,5,5,4,32253,1151129
60946,7,6,2,39660,1420070
53793,6,6,2,43458,1047280
65480,5,6,2,35056,860804
66987,7,5,2,26672,1314636
66626,4,6,3,20257,518831
63445,6,7,5,46462,1510884
50935,6,7,6,44128,988124
74085,6,7,4,49674,1490905
64410,6,6,2,47477,1306350
66710,7,7,6,34238,1628491
43940,7,6,2,23999,547918
69313,4,6,3,30418,946821
66398,5,8,5,25841,1074370
67136,6,8,5,31846,1468753
66547,5,6,4,27850,1094880
72472,5,5,2,19745,754961
82958,5,6,4,43015,1578761
88968,4,7,3,34751,1433007
83417,6,6,4,34922,1794014
68613,6,7,3,31936,1373022
68527,4,6,2,38852,961312
78818,6,8,3,20631,1398467
76948,6,8,3,33189,1676172
56315,5,8,3,40985,899467
84898,6,5,4,46066,1658695
54094,5,7,6,29371,785461
68661,5,6,2,25431,895441
87062,6,6,2,15007,1442674
82093,4,6,2,30644,1324022
58521,4,6,3,44423,671672
71117,4,5,4,43998,1065953
76888,4,5,4,40974,1124800
64608,4,6,4,36947,697841
60555,7,8,5,46257,1646565
80980,5,6,3,37340,1416648
69945,5,7,5,25022,1072891
56956,6,6,3,57931,1217321
59580,5,7,4,38525,1096173
75398,5,5,4,42304,1216307
79055,6,7,5,41724,1621036
68113,6,7,3,44316,1445805
90201,5,6,2,35220,1417958
44206,6,7,6,23033,677278
82748,5,7,3,20152,1410815
78933,6,7,3,28675,1520371
55833,7,6,3,37838,1086717
73853,6,7,4,34823,1647217
76956,7,6,4,23867,1203624
72682,6,8,3,45348,1715743
64188,7,7,6,34211,1267714
83656,7,5,3,42841,1564564
53793,4,5,3,37683,628870
89910,6,5,4,37517,1534156
64105,6,5,3,42938,1041897
60075,5,7,6,30394,950122
72331,6,6,3,34718,1377275
42969,6,7,4,29594,777734
48418,5,6,4,41513,702322
57880,5,7,6,20255,846053
74992,7,7,6,30885,1390870
54203,7,6,2,60388,1394901
70632,7,7,4,45919,1779858
86051,6,6,3,49475,1754866
72630,5,4,3,45888,1160398
61821,5,8,4,19123,808374
70754,6,8,6,25442,1277172
62840,6,6,3,35658,1026127
54259,6,5,4,26482,469016
56060,6,6,4,42461,962551
86401,5,5,3,38799,1385749
73466,6,7,6,43108,1605399
70817,5,7,5,33597,1196254
79661,6,7,6,44099,1879798
61506,6,6,3,53962,1271752
78114,7,8,6,41831,1876746
73779,4,6,2,40935,1109586
78705,5,7,6,40204,1560270
83145,7,9,6,7360,1572815
63232,7,7,4,33637,1465224
71560,5,5,4,40311,1049672
79310,4,7,4,43982,1231157
56290,5,7,3,27648,854812
74526,5,7,5,32518,1250495
61467,5,7,5,38816,962184
73658,6,7,4,57646,1864670
56743,5,5,4,23889,577105
63582,4,5,2,52070,1016187
78358,5,8,6,40591,1492966
82743,6,8,5,41859,1811266
61877,5,6,3,28604,1083745
59963,7,6,3,39170,1292979
58099,6,9,4,27063,1155513
75054,6,6,4,37179,1294070
79163,4,6,4,31514,1159147
69442,5,5,3,56984,1469562
76181,5,5,4,22850,988746
56799,4,4,4,52875,774492
52511,4,6,3,24612,325196
86362,5,6,4,34050,1477596
74230,6,7,5,19108,1483808
80793,4,7,4,25377,867445
72618,5,7,4,37345,1420859
48662,6,7,6,29002,680983
71277,5,6,3,36325,996996
80285,5,5,3,48633,1439029
62681,7,4,3,17454,796911
65673,5,7,6,32367,1166158
64426,5,8,3,18214,1055549
83801,4,8,5,33184,1642052
87638,6,6,2,34109,1734239
69179,5,6,3,36323,1193520
77540,3,6,2,21671,555756
67612,5,7,5,40272,1244632
73180,6,9,3,43144,1768036
75786,5,5,3,36352,1047453
68294,5,6,3,21770,1038330
57684,6,6,2,31033,895600
71701,5,7,6,27610,1352018
68259,7,8,3,17861,1128045
70972,4,8,4,45696,1268571
71307,5,7,3,27619,1061518
87626,6,7,3,36654,1724733
66651,8,7,5,46165,1660975
68600,7,8,3,39091,1797621
67846,5,6,4,27442,879511
63345,7,7,3,41461,1565152
66262,6,4,4,45055,1199128
73659,4,5,4,39575,651788
60904,4,6,2,33078,586382
63543,6,5,3,44541,1151741
67582,5,8,3,41529,1279052
54841,5,5,2,31196,585531
69657,6,5,3,29973,884227
66369,4,7,6,18683,796666
68785,6,9,4,40634,1624842
61306,8,6,2,37252,1559997
54850,4,5,3,38390,615507
71795,5,7,6,49773,1533493
69676,5,5,3,31727,1239940
55815,7,6,2,42961,1308465
71332,6,4,4,49628,1430813
61951,6,7,5,31521,943404
57855,5,6,4,40581,938421
66706,5,7,5,38981,1206393
54890,5,5,2,32642,481392
61666,6,8,3,24865,1144642
75435,5,6,3,22637,1028636
61682,5,6,4,29674,856932
68211,7,6,4,40808,1742566
75282,7,7,5,28385,1617115
67143,5,7,3,32715,1364029
68974,7,6,3,31832,1702526
69845,5,7,6,37014,1375105
74475,6,7,5,21149,1174779
70219,5,7,5,28553,1126778
64455,6,7,6,29066,1095728
42940,4,7,6,45709,680419
66490,6,7,5,33650,1506799
64261,5,6,2,41190,1185936
85207,7,7,5,40946,2024121
76268,6,9,6,25978,1562843
69918,6,8,4,54346,1851065
51144,4,6,3,18277,287308
72583,6,5,4,21768,968281
58182,6,7,5,17668,880085
85952,7,7,6,24222,1685368
79801,6,5,2,33579,1169548
67922,7,7,3,35447,1613815
46062,7,6,2,28288,675920
83658,6,6,4,42647,1688643
58299,5,7,4,31675,868435
62342,6,4,2,38010,823942
44328,5,6,2,20820,601007
73470,5,6,3,32855,1144901
64438,6,6,4,40538,1069828
54516,7,4,2,51298,944491
74182,5,7,3,14659,790721
43800,7,6,2,34184,809487
50703,6,7,4,26324,743393
81721,4,5,4,40454,1130294
74455,6,6,4,62449,1867051
61634,5,6,3,46857,1043549
47634,4,6,3,51505,646198
81093,6,6,2,38473,1656402
50571,6,7,6,40913,1214563
69799,3,6,4,17217,578396
80955,6,6,3,29431,1344652
99317,5,7,6,50350,2219724
53510,6,5,2,22977,565681
77755,5,6,4,22239,1091929
67726,5,8,6,37158,1229703
46135,5,7,3,39232,615145
77089,6,6,4,46740,1469237
88850,4,6,2,26565,1205212
61828,7,7,6,43068,1377430
70553,5,5,4,43538,1037383
65220,6,7,4,22585,1073857
77932,5,7,3,29085,1448081
54341,3,7,4,30542,437436
70850,7,4,2,33845,952912
68482,4,7,4,37366,1123992
67006,5,9,6,34653,1440897
81941,5,7,6,41766,1648202
71717,7,7,3,27524,1390991
